id;long;lat;banco;red;ubicacion;localidad;terminales;no_vidente;dolares;calle;altura;calle2;barrio;comuna;codigo_postal;codigo_postal_argentino
11073;-58.3709017855;-34.605812942;NUEVO BANCO DE SANTA FE S.A.;LINK;25 De Mayo 168;CABA;1;False;False;25 De Mayo;168;;San Nicolas;Comuna 1;1002;C1002ABD
11059;-58.3709757834;-34.605083925;BANCO DE LA NACION ARGENTINA;LINK;25 De Mayo 230;CABA;1;False;False;25 De Mayo;230;;San Nicolas;Comuna 1;1002;C1002ABF
11033;-58.3709727798;-34.6045919138;BANCO DEL CHUBUT S.A.;LINK;25 De Mayo 267/73;CABA;1;False;False;25 De Mayo;267;;San Nicolas;Comuna 1;1002;C1002ABE
11069;-58.3709827792;-34.6044499105;BANCO DE SANTA CRUZ S.A.;LINK;25 De Mayo 279;CABA;1;False;False;25 De Mayo;279;;San Nicolas;Comuna 1;1002;C1002ABE
11046;-58.3709937785;-34.604295907;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;25 De Mayo 294 esquina Sarmiento;CABA;1;False;False;25 De Mayo;294;;San Nicolas;Comuna 1;1002;C1002ABF
11020;-58.3711237709;-34.6024568644;BANCO DE FORMOSA S.A.;LINK;25 De Mayo 454 piso -;CABA;1;False;False;25 De Mayo;454;;San Nicolas;Comuna 1;1002;C1002ABJ
10883;-58.4191961476;-34.6512727437;BANCO DE LA NACION ARGENTINA;LINK;Abraham Luppi 1090;CABA;3;False;False;Abraham Luppi;1090;;Nueva Pompeya;Comuna 4;1437;C1437FRD
11784;-58.41353123;-34.5564426089;BANCO DE LA NACION ARGENTINA;LINK;Aeroparque s/n;CABA;1;False;False;;0;;;;;
11697;-58.3652916646;-34.6220423397;CABAL COOP. LTDA.;LINK;Alicia M. De Justo 2036;CABA;2;False;False;Alicia M. De Justo;2036;;Puerto Madero;Comuna 1;1107;C1107AFP
11381;-58.3855564407;-34.6110359897;BANCO DE LA NACION ARGENTINA;LINK;Alsina 1356;CABA;4;False;False;Alsina;1356;;Monserrat;Comuna 1;;
11396;-58.387486523;-34.6111629832;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Alsina 1502;CABA;1;False;False;Alsina;1502;;Monserrat;Comuna 1;;
11386;-58.3715858447;-34.6100710358;BANCO DE LA NACION ARGENTINA;LINK;Alsina 365;CABA;3;False;False;Alsina;365;;Monserrat;Comuna 1;1087;C1087AAC
11393;-58.37544801;-34.6104190249;CABAL COOP. LTDA.;LINK;Alsina 637;CABA;2;False;False;Alsina;637;;Monserrat;Comuna 1;1087;C1087AAI
11206;-58.4385216005;-34.6008154975;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Araoz 265, entre Camargo y Luis M. Drago;CABA;1;False;False;Araoz;265;;Villa Crespo;Comuna 15;1414;C1414DPE
11709;-58.3787580334;-34.5941286373;BANCO DE LA NACION ARGENTINA;LINK;Arenales 819, entre Esmeralda y Suipacha;CABA;1;False;False;Arenales;819;;Retiro;Comuna 1;1061;C1061AAC
11667;-58.4393097054;-34.6107987213;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Acoyte 702;CABA;1;False;False;Av. Acoyte;702;;Caballito;Comuna 6;1405;C1405BGS
11665;-58.4369096517;-34.6174268842;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Acoyte 71;CABA;5;False;False;Av. Acoyte;71;;Caballito;Comuna 6;1405;C1405BFA
11683;-58.4131658327;-34.6428425807;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Almafuerte 406;CABA;1;False;False;Av. Almafuerte;406;;Parque Patricios;Comuna 4;1437;C1437JLR
11678;-58.3593245017;-34.6344876529;BANCO DE LA NACION ARGENTINA;LINK;Av. Almirante Brown 1101;CABA;4;False;False;Av. Almirante Brown;1101;;Boca;Comuna 4;1159;C1159ABD
11679;-58.3661857484;-34.6285014828;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Almirante Brown 240;CABA;1;False;False;Av. Almirante Brown;240;;Boca;Comuna 4;1155;C1155ADP
11775;-58.5113778385;-34.6240036678;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Alvarez Jonte 5269;CABA;2;False;False;Av. Alvarez Jonte;5269;;Monte Castro;Comuna 10;1407;C1407GPG
11226;-58.5114938424;-34.6238686641;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Alvarez Jonte 5269/79;CABA;1;False;False;Av. Alvarez Jonte;5269;;Monte Castro;Comuna 10;1407;C1407GPG
11776;-58.5116268508;-34.6242576723;BANCO DE LA NACION ARGENTINA;LINK;Av. Alvarez Jonte 5298;CABA;3;False;False;Av. Alvarez Jonte;5298;;Monte Castro;Comuna 10;1407;C1407GPT
11534;-58.5209163088;-34.6334358358;BANCO DE LA NACION ARGENTINA;LINK;Av. Alvarez Jonte 6383;CABA;1;False;False;Av. Alvarez Jonte;6383;;Liniers;Comuna 9;1408;C1408BXF
11228;-58.4694007421;-34.5785648389;BANCO DE LA NACION ARGENTINA;LINK;Av. Alvarez Thomas 1994;CABA;2;False;False;Av. Alvarez Thomas;1994;;Villa Ortuzar;Comuna 15;1427;C1427CDT
10988;-58.3897204463;-34.5872314265;BANCO DE LA NACION ARGENTINA;LINK;Av. Alvear 1936;CABA;2;False;False;Av. Alvear;1936;;Recoleta;Comuna 2;1129;C1129AAO
11676;-58.3847065736;-34.6346515329;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Amancio Alcorta 1502;CABA;1;False;False;Av. Amancio Alcorta;1502;;Barracas;Comuna 4;1283;C1283AAO
10886;-58.4031054419;-34.647530737;BANCO DE LA NACION ARGENTINA;LINK;Av. Amancio Alcorta 3000;CABA;1;False;False;Av. Amancio Alcorta;3000;;Nueva Pompeya;Comuna 4;1437;C1437HTR
11713;-58.3733827337;-34.5838734297;BANCO DE LA NACION ARGENTINA;LINK;Av. Antártida Argentina s/n esquina Av. Gendarmerí;CABA;1;False;False;;0;;;;;
11431;-58.4345626756;-34.6345322861;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Asamblea 642, entre Bell Ville y Riglos;CABA;2;False;False;Av. Asamblea;642;;Parque Chacabuco;Comuna 7;1424;C1424COU
11429;-58.4362637486;-34.6347072817;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Asamblea 821/27;CABA;3;False;False;Av. Asamblea;821;;Parque Chacabuco;Comuna 7;1424;C1424COJ
11669;-58.4387147061;-34.6143958062;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Avellaneda 551;CABA;1;False;False;Av. Avellaneda;551;;Caballito;Comuna 6;1405;C1405CNF
11180;-58.3905386702;-34.6137480273;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Belgrano 1715;CABA;2;False;False;Av. Belgrano;1715;;Monserrat;Comuna 1;1093;C1093AAF
11188;-58.4098304945;-34.6152659676;BANCO DE LA NACION ARGENTINA;LINK;Av. Belgrano 3106;CABA;1;False;False;Av. Belgrano;3106;;Balvanera;Comuna 3;1209;C1209AAQ
11390;-58.3781191402;-34.6128690678;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Belgrano 840, entre Tacuarí y Piedras;CABA;1;False;False;Av. Belgrano;840;;Monserrat;Comuna 1;1092;C1092AAV
10965;-58.4163938226;-34.6224300989;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Boedo 800;CABA;4;False;False;Av. Boedo;800;;Boedo;Comuna 5;1218;C1218AAQ
10964;-58.4162358235;-34.623493124;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Boedo 870;CABA;4;False;False;Av. Boedo;870;;Boedo;Comuna 5;1218;C1218AAR
11518;-58.4569245597;-34.6263399893;BANCO DE LA NACION ARGENTINA;LINK;Av. Boyacá 32;CABA;3;False;False;Av. Boyacá;32;;Flores;Comuna 7;1406;C1406BGB
10951;-58.4479107641;-34.5684307136;BANCO PIANO S.A.;LINK;Av. Cabildo 1181;CABA;1;False;False;Av. Cabildo;1181;;Palermo;Comuna 14;1426;C1426AAL
10952;-58.4516389071;-34.5664696506;CABAL COOP. LTDA.;LINK;Av. Cabildo 1546;CABA;3;False;False;Av. Cabildo;1546;;Colegiales;Comuna 13;1426;C1426ABP
10950;-58.4551180354;-34.5639335758;BANCO DE LA NACION ARGENTINA;LINK;Av. Cabildo 1900;CABA;3;False;False;Av. Cabildo;1900;;Belgrano;Comuna 13;1428;C1428AAN
10959;-58.4557990574;-34.5629995512;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Cabildo 1999;CABA;7;False;False;Av. Cabildo;1999;;Belgrano;Comuna 13;1428;C1428AAB
10958;-58.4575401171;-34.5610974994;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cabildo 2201;CABA;6;False;False;Av. Cabildo;2201;;Belgrano;Comuna 13;1428;C1428AAE
11192;-58.4625652883;-34.5554513462;BANCO DE LA NACION ARGENTINA;LINK;Av. Cabildo 2902;CABA;3;False;False;Av. Cabildo;2902;;Nuñez;Comuna 13;1429;C1429AAN
11193;-58.4630173041;-34.5549993337;CABAL COOP. LTDA.;LINK;Av. Cabildo 2945;CABA;3;False;False;Av. Cabildo;2945;;Nuñez;Comuna 13;1429;C1429AAA
11197;-58.4629972996;-34.554482322;BANCO HIPOTECARIO S.A.;LINK;Av. Cabildo 2971;CABA;2;False;False;Av. Cabildo;2971;;Nuñez;Comuna 13;1429;C1429AAA
11194;-58.4641853451;-34.553858302;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cabildo 3061, entre Quesada y Iberá;CABA;7;False;False;Av. Cabildo;3061;;Nuñez;Comuna 13;1429;C1429AAB
11198;-58.469054508;-34.5479791443;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Cabildo 3802;CABA;4;False;False;Av. Cabildo;3802;;Saavedra;Comuna 12;1429;C1429AAW
11773;-58.4439006094;-34.5704187785;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cabildo 690 esquina Olleros;CABA;2;False;False;Av. Cabildo;690;;Colegiales;Comuna 13;1426;C1426AAT
10955;-58.4533589733;-34.5656046225;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cabildo s/n, entre J. Hernandez y La Pampa;CABA;1;False;False;;0;;;;;
10954;-58.4445076327;-34.5701097685;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cabildo s/n, entre Olleros y Av. Federico Lacr;CABA;1;False;False;;0;;;;;
10953;-58.4625592881;-34.5554603464;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cabildo S/N esquina Congreso piso -;CABA;1;False;False;;0;;;;;
11014;-58.392029692;-34.608004889;BANCO DE LA NACION ARGENTINA;LINK;Av. Callao 101;CABA;5;False;False;Av. Callao;101;;San Nicolas;Comuna 1;1022;C1022AAB
10998;-58.3930696342;-34.5937705593;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Callao 1306;CABA;7;False;False;Av. Callao;1306;;Recoleta;Comuna 2;1023;C1023AAT
11045;-58.3921266874;-34.6067908608;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Callao 201;CABA;6;False;False;Av. Callao;201;;San Nicolas;Comuna 1;1022;C1022AAC
11184;-58.3921836835;-34.6059088404;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Callao 270;CABA;2;False;False;Av. Callao;270;;Balvanera;Comuna 3;1022;C1022AAP
11404;-58.3920976776;-34.6055828334;BANCO DE LA NACION ARGENTINA;LINK;Av. Callao 302;CABA;2;False;False;Av. Callao;302;;Balvanera;Comuna 3;1022;C1022AAQ
11166;-58.3922916774;-34.6044188059;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Callao S/N esquina Av. Corrientes;CABA;1;False;False;;0;;;;;
11684;-58.3913698524;-34.634332493;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Caseros 2061;CABA;1;False;False;Av. Caseros;2061;;Parque Patricios;Comuna 4;1264;C1264AAA
11687;-58.4010402742;-34.6362834903;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Caseros 2736, entre Catamarca y Lavardén;CABA;3;False;False;Av. Caseros;2736;;Parque Patricios;Comuna 4;1264;C1264AAU
11686;-58.4035983856;-34.6367624887;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Caseros 2890;CABA;2;False;False;Av. Caseros;2890;;Parque Patricios;Comuna 4;1264;C1264AAV
11682;-58.4037873937;-34.6367814882;BANCO DE LA NACION ARGENTINA;LINK;Av. Caseros 2902;CABA;2;False;False;Av. Caseros;2902;;Parque Patricios;Comuna 4;1264;C1264AAW
11689;-58.4044984246;-34.6369154878;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Caseros 2935;CABA;3;False;False;Av. Caseros;2935;;Parque Patricios;Comuna 4;1264;C1264AAJ
11688;-58.4053464614;-34.6370594869;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Caseros 2980 esquina Dean Funes;CABA;1;False;False;Av. Caseros;2980;;Parque Patricios;Comuna 4;1264;C1264AAW
11685;-58.4108697012;-34.6380144817;CABAL COOP. LTDA.;LINK;Av. Caseros 3267;CABA;2;False;False;Av. Caseros;3267;;Parque Patricios;Comuna 4;1263;C1263AAB
11727;-58.4561739532;-34.6853703414;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cnel. Roca 5252;CABA;1;False;False;Av. Cnel. Roca;5252;;Villa Riachuelo;Comuna 8;1439;C1439DVN
11732;-58.468400547;-34.6961515278;CAJERO EXPRESS;LINK;Av. Cnel. Roca 6787;CABA;1;False;False;Av. Cnel. Roca;6787;;Villa Riachuelo;Comuna 8;1439;C1439DWE
11711;-58.370493657;-34.5902055881;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Comodoro Py 2002;CABA;3;False;False;Av. Comodoro Py;2002;;Retiro;Comuna 1;1104;C1104BEN
11722;-58.37054466;-34.5903245906;BANCO DE LA NACION ARGENTINA;LINK;Av. Comodoro Py 2055;CABA;2;False;False;Av. Comodoro Py;2055;;Retiro;Comuna 1;1104;C1104BEA
11231;-58.5001570172;-34.5756906221;BANCO DE LA NACION ARGENTINA;LINK;Av. Constituyentes 5451;CABA;2;False;False;Av. Constituyentes;5451;;Villa Urquiza;Comuna 12;1431;C1431EZF
10989;-58.3885354832;-34.5994007098;CABAL COOP. LTDA.;LINK;Av. Cordoba 1527;CABA;2;False;False;Av. Cordoba;1527;;Recoleta;Comuna 2;1055;C1055AAF
11002;-58.3885574833;-34.599285707;CABAL COOP. LTDA.;LINK;Av. Córdoba 1527;CABA;1;False;False;Av. Córdoba;1527;;Recoleta;Comuna 2;1055;C1055AAF
10990;-58.4030050894;-34.5988646269;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cordoba 2543;CABA;4;False;False;Av. Cordoba;2543;;Recoleta;Comuna 2;1120;C1120AAH
11209;-58.4281021235;-34.5955384282;BANCO DE LA NACION ARGENTINA;LINK;Av. Córdoba 4402;CABA;2;False;False;Av. Córdoba;4402;;Villa Crespo;Comuna 15;1414;C1414BAP
11792;-58.4446087412;-34.5846470991;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Córdoba 5991, entre Arévalo y Av. Dorrego;CABA;2;False;False;Av. Córdoba;5991;;Palermo;Comuna 14;1414;C1414BBF
11765;-58.4464728134;-34.58377007;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cordoba 6103 esquina Concepción Arenal;CABA;1;False;False;Av. Cordoba;6103;;Chacarita;Comuna 15;1427;C1427BZB
11705;-58.3764529695;-34.5988017551;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Córdoba 675, entre Florida y Maipu;CABA;2;False;False;Av. Córdoba;675;;Retiro;Comuna 1;1054;C1054AAF
11037;-58.3800481223;-34.5989647412;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Córdoba 924/34, entre Suipacha y Carlos Pelleg;CABA;1;False;False;Av. Córdoba;924;;San Nicolas;Comuna 1;1054;C1054AAV
11170;-58.3979968847;-34.599768672;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Cordoba s/n, entre Uriburu y Junin;CABA;1;False;False;;0;;;;;
11022;-58.3867514412;-34.6040528246;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes 1418, entre Uruguay y Paraná;CABA;4;False;False;Av. Corrientes;1418;;San Nicolas;Comuna 1;1042;C1042AAN
11039;-58.3889675357;-34.6042028172;CABAL COOP. LTDA.;LINK;Av. Corrientes 1574;CABA;2;False;False;Av. Corrientes;1574;;San Nicolas;Comuna 1;1042;C1042AAO
11191;-58.392849699;-34.604147797;CABAL COOP. LTDA.;LINK;Av Corrientes 1813;CABA;1;False;False;Av Corrientes;1813;;Balvanera;Comuna 3;1045;C1045AAA
11162;-58.3975699008;-34.6045357828;BANCO DE LA NACION ARGENTINA;LINK;Av. Corrientes 2156;CABA;4;False;False;Av. Corrientes;2156;;Balvanera;Comuna 3;1045;C1045AAQ
11163;-58.3979019149;-34.6045437813;CABAL COOP. LTDA.;LINK;Av. Corrientes 2187;CABA;2;False;False;Av. Corrientes;2187;;Balvanera;Comuna 3;1045;C1045AAD
11178;-58.4025411117;-34.6047207627;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes 2528, entre Larrea y Paso;CABA;2;False;False;Av. Corrientes;2528;;Balvanera;Comuna 3;1046;C1046AAQ
11190;-58.4033871457;-34.6044847532;BANCO DE COMERCIO;LINK;Av Corrientes 2587 esquina Paso;CABA;1;False;False;Av Corrientes;2587;;Balvanera;Comuna 3;1046;C1046AAD
11179;-58.4096694073;-34.604027712;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes 3153, entre Jean Jaures y Anchorena;CABA;3;False;False;Av. Corrientes;3153;;Balvanera;Comuna 3;1193;C1193AAD
11186;-58.4109814624;-34.604001705;BANCO HIPOTECARIO S.A.;LINK;Av. Corrientes 3247;CABA;2;False;False;Av. Corrientes;3247;;Balvanera;Comuna 3;1193;C1193AAE
11173;-58.4117534955;-34.604078703;CABAL COOP. LTDA.;LINK;Av. Corrientes 3300;CABA;2;False;False;Av. Corrientes;3300;;Balvanera;Comuna 3;1193;C1193AAR
11164;-58.4117534955;-34.604078703;BANCO DE LA NACION ARGENTINA;LINK;Av. Corrientes 3302;CABA;1;False;False;Av. Corrientes;3302;;Balvanera;Comuna 3;1193;C1193AAS
11029;-58.3716737983;-34.6030428751;BANCO DE LA NACION ARGENTINA;LINK;Av. Corrientes 345;CABA;2;False;False;Av. Corrientes;345;;San Nicolas;Comuna 1;1043;C1043AAD
11420;-58.4182777659;-34.6034306563;BANCO HIPOTECARIO S.A.;LINK;Av. Corrientes 3820;CABA;2;False;False;Av. Corrientes;3820;;Almagro;Comuna 5;1194;C1194AAR
11415;-58.4216249044;-34.6030596314;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Corrientes 4043;CABA;3;False;False;Av. Corrientes;4043;;Almagro;Comuna 5;1194;C1194AAG
11417;-58.4218459139;-34.603086631;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes 4055 esquina Medrano;CABA;1;False;False;Av. Corrientes;4055;;Almagro;Comuna 5;1194;C1194AAG
11416;-58.422912958;-34.6029716231;CABAL COOP. LTDA.;LINK;Av. Corrientes 4124/28;CABA;4;False;False;Av. Corrientes;4124;;Almagro;Comuna 5;1195;C1195AAN
11418;-58.4253160574;-34.6027066053;BANCO DE LA NACION ARGENTINA;LINK;Av. Corrientes 4279, entre Gascón y Palestina;CABA;3;False;False;Av. Corrientes;4279;;Almagro;Comuna 5;1195;C1195AAB
11213;-58.4371175385;-34.6004174953;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes 5066 esquina Araoz;CABA;1;False;False;Av. Corrientes;5066;;Villa Crespo;Comuna 15;1414;C1414AJQ
11212;-58.4394906299;-34.5992084561;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes 5273;CABA;2;False;False;Av. Corrientes;5273;;Villa Crespo;Comuna 15;1414;C1414AJF
11205;-58.4406736721;-34.5981394259;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Corrientes 5399;CABA;4;False;False;Av. Corrientes;5399;;Villa Crespo;Comuna 15;1414;C1414AJG
11208;-58.4407506753;-34.5981354255;BANCO DE LA NACION ARGENTINA;LINK;Av. Corrientes 5401;CABA;3;False;False;Av. Corrientes;5401;;Villa Crespo;Comuna 15;1414;C1414AJH
11169;-58.4119655046;-34.6040957023;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes S/N esquina Aguero;CABA;1;False;False;;0;;;;;
11768;-58.4475779171;-34.591732246;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes s/n esquina Dorrego;CABA;1;False;False;;0;;;;;
11767;-58.4549901935;-34.5867210955;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes s/n esquina Federico Lacroce;CABA;1;False;False;;0;;;;;
11168;-58.3994759817;-34.6046157753;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes S/N esquina Pasteur;CABA;1;False;False;;0;;;;;
11165;-58.4055012352;-34.6045327439;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes S/N esquina Pueyrredon;CABA;1;False;False;;0;;;;;
11167;-58.3864774295;-34.6040258253;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Corrientes S/N esquina Uruguay;CABA;1;False;False;;0;;;;;
10887;-58.4243103602;-34.6508377087;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Del Barco Centenera 2906;CABA;3;False;False;Av. Del Barco Centenera;2906;;Nueva Pompeya;Comuna 4;1437;C1437ACO
11195;-58.450416763;-34.5535453624;CABAL COOP. LTDA.;LINK;Av. Del Libertador 6335;CABA;2;False;False;Av. Del Libertador;6335;;Belgrano;Comuna 13;1428;C1428ARG
11532;-58.4646042596;-34.5394649725;BANCO DE LA NACION ARGENTINA;LINK;Av. Del Libertador 8250;CABA;1;False;False;Av. Del Libertador;8250;;Nuñez;Comuna 13;1429;C1429BNP
11710;-58.370745636;-34.5857624856;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. De Los Inmigrantes 1901;CABA;2;False;False;Av. De Los Inmigrantes;1901;;Retiro;Comuna 1;1104;C1104ADB
11702;-58.3704846246;-34.5857114857;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. De Los Inmigrantes 1901 esquina Av. Antártida;CABA;1;False;False;Av. De Los Inmigrantes;1901;;Retiro;Comuna 1;1104;C1104ADB
11723;-58.3714476737;-34.586895508;BANCO DE LA NACION ARGENTINA;LINK;Av. De Los Inmigrantes 2048;CABA;1;False;False;Av. De Los Inmigrantes;2048;;Retiro;Comuna 1;1104;C1104ADP
11394;-58.3868964857;-34.6094219463;BANCO DE LA NACION ARGENTINA;LINK;Av. De Mayo 1464;CABA;3;False;False;Av. De Mayo;1464;;Monserrat;Comuna 1;1085;C1085ABR
11388;-58.373821928;-34.6085329899;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. De Mayo 525;CABA;1;False;False;Av. De Mayo;525;;Monserrat;Comuna 1;1084;C1084AAA
11383;-58.3806282183;-34.6089939672;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. De Mayo S/N esquina Bernardo De Yrigoyen piso;CABA;1;False;False;;0;;;;;
11663;-58.4379136321;-34.6087906823;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Díaz Velez 5044;CABA;1;False;False;Av. Díaz Velez;5044;;Caballito;Comuna 6;1405;C1405DCS
11666;-58.4452900928;-34.6296341216;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Directorio 1251;CABA;1;False;False;Av. Directorio;1251;;Caballito;Comuna 6;1406;C1406GZB
10982;-58.4650847328;-34.6025734072;CABAL COOP. LTDA.;LINK;Av. Donato Alvarez 2137;CABA;2;False;False;Av. Donato Alvarez;2137;;Paternal;Comuna 15;1416;C1416BTK
11215;-58.4520211648;-34.600147416;CABAL COOP. LTDA.;LINK;Av. Dr. Honorio Pueyrredón 1891;CABA;2;False;False;Av. Dr. Honorio Pueyrredón;1891;;Villa Crespo;Comuna 15;1414;C1414CEH
11774;-58.4593182766;-34.5728807589;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Elcano 3174;CABA;1;False;False;Av. Elcano;3174;;Colegiales;Comuna 13;1426;C1426EJP
11203;-58.3916187679;-34.6210481886;CABAL COOP. LTDA.;LINK;Av. Entre Ríos 1062;CABA;3;False;False;Av. Entre Ríos;1062;;Constitucion;Comuna 1;1080;C1080ABR
11200;-58.3914937746;-34.6227262275;BANCO DE LA NACION ARGENTINA;LINK;Av. Entre Ríos 1201;CABA;4;False;False;Av. Entre Ríos;1201;;San Cristobal;Comuna 3;1133;C1133AAA
11199;-58.3914397761;-34.6232572398;BANCO PIANO S.A.;LINK;Av. Entre Rios 1238;CABA;1;False;False;Av. Entre Rios;1238;;Constitucion;Comuna 1;1133;C1133AAN
11675;-58.391241789;-34.6262273086;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Entre Ríos 1492 esquina Pavon;CABA;1;False;False;Av. Entre Ríos;1492;;Constitucion;Comuna 1;1133;C1133AAP
11681;-58.3517621115;-34.6245084619;BANCO DE LA NACION ARGENTINA;LINK;Av. España 2591;CABA;1;False;False;Av. España;2591;;Boca;Comuna 4;1107;C1107AMF
11680;-58.3432847491;-34.6238304877;CABAL COOP. LTDA.;LINK;Av. España 3091;CABA;1;False;False;Av. España;3091;;Boca;Comuna 4;1107;C1107AMK
11523;-58.4569536674;-34.6411483272;BANCO DE LA NACION ARGENTINA;LINK;Av. Eva Perón 2616, entre Varela y Arrotea;CABA;2;False;False;Av. Eva Perón;2616;;Flores;Comuna 7;1406;C1406HNO
10981;-58.4768796158;-34.6561295712;CABAL COOP. LTDA.;LINK;Av. Eva Perón 4735;CABA;3;False;False;Av. Eva Perón;4735;;Parque Avellaneda;Comuna 9;1407;C1407HUL
10980;-58.4778216618;-34.6569895862;BANCO DE LA PROVINCIA DE BUENOS AIRES;LINK;Av. Eva Perón 4834/36;CABA;3;False;False;Av. Eva Perón;4834;;Parque Avellaneda;Comuna 9;1407;C1407HUZ
11216;-58.5243733102;-34.6134883638;BANCO DE LA NACION ARGENTINA;LINK;Av. Fco. Beiró 5252;CABA;2;False;False;Av. Fco. Beiró;5252;;Villa Devoto;Comuna 11;1419;C1419IAO
11434;-58.5257773764;-34.6144563789;BANCO DE LA CIUDAD DE BUENOS AIRES;LINK;Av. Fco. Beiró 5327;CABA;3;False;False;Av. Fco. Beiró;5327;;Villa Real;Comuna 10;1419;C1419IAC
11091;-58.4456563394;-34.661783854;CABAL COOP. LTDA.;LINK;Av. F. De La Cruz 3314;CABA;3;False;False;Av. F. De La Cruz;3314;;Villa Soldati;Comuna 8;1437;C1437GZZ
11772;-58.4464997352;-34.5727008177;BANCO DE LA NACION ARGENTINA;LINK;Av. Federico Lacroze 2668;CABA;2;False;False;Av. Federico Lacroze;2668;;Colegiales;Comuna 13;1426;C1426CPY
11770;-58.4525460638;-34.5830020227;CABAL COOP. LTDA.;LINK;Av. Federico Lacroze 3763;CABA;2;False;False;Av. Federico Lacroze;3763;;Chacarita;Comuna 15;1427;C1427EDC
